time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-11T14:05:51.890Z,35.8641667,-117.6463333,13.79,0.85,ml,10,114,0.06252,0.14,ci,ci39474648,2020-06-11T14:09:26.807Z,"24km WNW of Searles Valley, CA",earthquake,0.55,0.84,0.085,6,automatic,ci,ci
2020-06-11T14:03:42.600Z,38.185,-117.7467,13,1.8,ml,21,99.44,0.116,0.09,nn,nn00747117,2020-06-11T14:22:52.614Z,"39 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-11T14:01:25.130Z,35.8298333,-117.6603333,5.83,0.63,ml,11,81,0.05296,0.1,ci,ci39474632,2020-06-11T14:05:10.474Z,"23km N of Ridgecrest, CA",earthquake,0.26,0.77,0.145,8,automatic,ci,ci
2020-06-11T13:56:23.350Z,38.1605,-118.007,1.4,1.1,ml,11,139.93,0.033,0.02,nn,nn00747115,2020-06-11T14:04:50.073Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-11T13:54:24.350Z,38.1833,-117.8732,6.3,0.5,ml,10,111.24,0.014,0.08,nn,nn00747113,2020-06-11T13:58:09.743Z,"30 km SE of Mina, Nevada",earthquake,,7,,,automatic,nn,nn
2020-06-11T13:53:30.770Z,35.8251667,-117.6273333,10.35,0.57,ml,8,107,0.026,0.13,ci,ci39474624,2020-06-11T14:01:48.300Z,"21km WNW of Searles Valley, CA",earthquake,0.53,0.74,0.214,8,reviewed,ci,ci
2020-06-11T13:51:44.670Z,33.5031667,-115.8411667,5.05,1.18,ml,26,86,0.0277,0.23,ci,ci39474600,2020-06-11T13:55:22.830Z,"9km ESE of North Shore, CA",earthquake,0.44,0.58,0.15,22,automatic,ci,ci
2020-06-11T13:51:29.838Z,59.0021,-153.1286,66.6,2.1,ml,,,,0.47,ak,ak0207hsn764,2020-06-11T13:58:13.483Z,"79 km WSW of Nanwalek, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-11T13:47:29.950Z,62.7764,-150.9439,64.4,1.9,ml,,,,1.15,ak,ak0207hsmchk,2020-06-11T13:52:40.185Z,"32 km NNW of Petersville, Alaska",earthquake,,2.5,,,automatic,ak,ak
2020-06-11T13:46:53.277Z,58.9996,-153.1165,67.9,2.4,ml,,,,0.57,ak,ak0207hsm6et,2020-06-11T13:52:39.548Z,"79 km WSW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-11T13:44:38.360Z,38.1418,-118.1188,0.1,0.9,ml,11,132.87,0.059,0.05,nn,nn00747112,2020-06-11T13:56:09.110Z,"27 km S of Mina, Nevada",earthquake,,8.9,,,automatic,nn,nn
2020-06-11T13:44:08.750Z,38.8441658,-122.8253326,1.61,0.57,md,10,90,0.00969,0.01,nc,nc73407121,2020-06-11T14:14:04.056Z,"9km WNW of Cobb, CA",earthquake,0.31,0.73,,1,automatic,nc,nc
2020-06-11T13:43:20.060Z,38.7911682,-122.8068314,3.06,0.91,md,22,101,0.004086,0.03,nc,nc73407116,2020-06-11T14:02:05.989Z,"5km WNW of The Geysers, CA",earthquake,0.26,0.64,0.14,3,automatic,nc,nc
2020-06-11T13:43:10.550Z,38.153,-117.9408,12.1,1.1,ml,13,93.77,0.014,0.12,nn,nn00747109,2020-06-11T13:46:30.025Z,"30 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-11T13:36:07.980Z,17.935,-66.5731,6,2.32,md,13,189,0.1128,0.25,pr,pr2020163025,2020-06-11T14:11:43.978Z,"9 km SSW of Capitanejo, Puerto Rico",earthquake,0.54,0.46,0.19,7,reviewed,pr,pr
2020-06-11T13:35:48.478Z,61.4449,-146.7349,29.8,1.2,ml,,,,0.58,ak,ak0207hsjt5j,2020-06-11T13:42:35.407Z,"40 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-11T13:32:41.780Z,33.2331667,-116.7425,7.93,0.13,ml,21,43,0.01391,0.29,ci,ci39474584,2020-06-11T13:36:29.705Z,"2km ESE of Lake Henshaw, CA",earthquake,0.61,1.26,0.395,3,automatic,ci,ci
2020-06-11T13:32:25.320Z,38.1858,-117.8525,6.8,1.4,ml,16,69.06,0.008,0.15,nn,nn00747106,2020-06-11T13:44:12.271Z,"31 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-11T13:29:47.850Z,38.1683,-117.8518,9.6,1.9,ml,27,93.15,0.009,0.1,nn,nn00747102,2020-06-11T13:33:33.377Z,"33 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-11T13:26:25.680Z,38.1663,-117.9577,8.3,0.8,ml,12,109.33,0.004,0.12,nn,nn00747099,2020-06-11T13:30:30.144Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-11T13:25:22.724Z,34.5113,-107.1255,8.82,2.8,ml,,77,0.367,0.74,us,us6000a9zp,2020-06-11T13:39:01.040Z,"29 km W of Abeytas, New Mexico",earthquake,2.6,7.5,0.105,12,reviewed,us,us
2020-06-11T13:21:49.200Z,38.1733,-117.8612,6.3,1.1,ml,21,70.11,0.011,0.13,nn,nn00747095,2020-06-11T13:27:31.841Z,"32 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-11T13:21:14.620Z,33.2261658,-116.7378311,11.27,1.38,ml,53,21,0.02009,0.19,ci,ci39474552,2020-06-11T13:54:44.963Z,"3km SE of Lake Henshaw, CA",earthquake,0.24,0.64,0.26,11,reviewed,ci,ci
2020-06-11T13:11:51.770Z,38.195,-117.8302,13.2,0.6,ml,12,116.01,0.035,0.02,nn,nn00747092,2020-06-11T13:22:49.638Z,"32 km SE of Mina, Nevada",earthquake,,2.4,,,automatic,nn,nn
2020-06-11T13:08:00.110Z,38.1282,-117.9033,5.7,1.1,ml,12,76,0.022,0.13,nn,nn00747089,2020-06-11T13:13:29.959Z,"34 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-11T13:05:59.530Z,38.1697,-117.829,10.8,1.5,ml,18,73.28,0.015,0.1,nn,nn00747085,2020-06-11T13:09:32.367Z,"34 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-11T13:00:18.799Z,63.3009,-151.9937,7.6,1,ml,,,,0.67,ak,ak0207hsc8t3,2020-06-11T13:03:36.923Z,"29 km SSW of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-11T12:59:07.080Z,38.155,-118.0355,0.1,0.8,ml,10,124,0.019,0.21,nn,nn00747083,2020-06-11T13:07:10.073Z,"26 km SSE of Mina, Nevada",earthquake,,6.6,,,automatic,nn,nn
2020-06-11T12:57:32.160Z,38.8121681,-122.8213348,1.72,1.61,md,30,57,0.006958,0.06,nc,nc73407091,2020-06-11T15:10:04.417Z,"7km NW of The Geysers, CA",earthquake,0.21,0.32,0.14,8,automatic,nc,nc
2020-06-11T12:55:13.840Z,37.7508,-117.4182,8,1,ml,9,174.14,0.515,0.12,nn,nn00747081,2020-06-11T12:59:48.457Z,"16 km WNW of Goldfield, Nevada",earthquake,,10.1,,,automatic,nn,nn
2020-06-11T12:52:27.440Z,38.1203,-118.106,11.7,1.1,ml,16,124.73,0.077,0.08,nn,nn00747078,2020-06-11T12:56:51.015Z,"29 km S of Mina, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-06-11T12:51:00.350Z,38.161,-117.8042,6,1.2,ml,16,90.65,0.054,0.05,nn,nn00747076,2020-06-11T12:54:11.480Z,"36 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-11T12:48:19.390Z,35.8105,-117.6266667,7.2,1,ml,14,78,0.02427,0.16,ci,ci39474520,2020-06-11T13:24:50.431Z,"21km WNW of Searles Valley, CA",earthquake,0.32,0.63,0.235,14,reviewed,ci,ci
2020-06-11T12:46:43.780Z,38.8390007,-122.8404999,1.8,0.57,md,9,105,0.003936,0.02,nc,nc73407086,2020-06-11T13:15:05.648Z,"10km NW of The Geysers, CA",earthquake,0.42,0.91,,1,automatic,nc,nc
2020-06-11T12:46:40.110Z,36.7192,-116.263,13.6,0.2,ml,12,73.62,0.097,0.13,nn,nn00747075,2020-06-11T12:51:49.757Z,"49 km ESE of Beatty, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-06-11T12:42:42.610Z,38.1677,-117.8883,10,2.5,ml,31,76.01,0.021,0.14,nn,nn00747072,2020-06-11T12:47:34.059Z,"31 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-11T12:39:56.630Z,35.8571663,-120.3978348,3.79,1.65,md,21,81,0.02461,0.04,nc,nc73407076,2020-06-11T14:28:03.142Z,"6km SSE of Parkfield, CA",earthquake,0.39,0.66,0.25,12,automatic,nc,nc
2020-06-11T12:38:22.760Z,38.1958,-117.9052,5.9,1.6,ml,23,82.5,0.047,0.11,nn,nn00747068,2020-06-11T12:43:32.391Z,"28 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-06-11T12:37:28.450Z,38.2203,-117.9703,6.4,0.8,ml,11,86.33,0.006,0.01,nn,nn00747066,2020-06-11T12:40:49.851Z,"22 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-11T12:34:28.012Z,61.2881,-149.2641,30.7,1.5,ml,,,,0.53,ak,ak0207hry49d,2020-06-11T12:38:21.821Z,"16 km ESE of Eagle River, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-11T12:31:27.600Z,35.854332,-120.4001694,3.89,2.26,md,28,77,0.04469,0.04,nc,nc73407066,2020-06-11T14:01:02.971Z,"6km SSE of Parkfield, CA",earthquake,0.2,0.45,0.14,18,automatic,nc,nc
2020-06-11T12:30:37.690Z,38.1455,-118.0643,3.2,0.5,ml,10,159.71,0.032,0.04,nn,nn00747065,2020-06-11T12:38:56.308Z,"27 km S of Mina, Nevada",earthquake,,9,,,automatic,nn,nn
2020-06-11T12:29:33.594Z,60.436,-143.5954,16.4,1.3,ml,,,,0.26,ak,ak0207hrx23z,2020-06-11T12:33:10.372Z,"116 km SSW of McCarthy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-06-11T12:25:19.010Z,38.1617,-117.9747,3.7,0.8,ml,11,134.07,0.008,0.02,nn,nn00747061,2020-06-11T12:30:49.343Z,"27 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-11T12:22:50.249Z,60.404,-143.6699,0,2.8,ml,,,,0.84,ak,ak0207hrvldv,2020-06-11T13:41:59.040Z,"115 km E of Cordova, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-11T12:17:17.730Z,36.09333333,-97.86916667,7.12,1.64,ml,80,34,0.1277749262,0.21,ok,ok2020lkxv,2020-06-11T12:29:57.100Z,"3 km ESE of Hennessey, Oklahoma",earthquake,,0.5,0.24,34,reviewed,ok,ok
2020-06-11T12:09:58.540Z,35.7741667,-117.587,7.92,2.37,ml,28,60,0.04236,0.13,ci,ci39474448,2020-06-11T12:21:14.770Z,"16km W of Searles Valley, CA",earthquake,0.21,0.58,0.172,25,automatic,ci,ci
2020-06-11T12:08:14.090Z,38.2017,-117.9068,2.7,1.1,ml,11,135.16,0.046,0.22,nn,nn00747055,2020-06-11T12:11:29.933Z,"27 km SE of Mina, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-06-11T12:06:08.338Z,64.6376,-147.6787,6.5,1.6,ml,,,,0.92,ak,ak0207hrs2og,2020-06-11T12:13:24.352Z,"19 km SSW of Badger, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-06-11T11:56:13.013Z,63.2844,-152.6305,8.6,1.1,ml,,,,0.71,ak,ak0207hrhd91,2020-06-11T12:03:50.870Z,"53 km WSW of Denali National Park, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-06-11T11:56:07.420Z,38.1665,-117.8405,10.1,2.5,ml,34,48.96,0.046,0.12,nn,nn00747050,2020-06-11T13:23:11.040Z,"34 km SE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-06-11T11:53:39.410Z,38.1777,-117.7847,12.1,2.8,ml,43,48.82,0.043,0.09,nn,nn00747047,2020-06-11T12:21:40.040Z,"36 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-11T11:43:25.130Z,35.616,-117.4683333,10.44,0.65,ml,7,154,0.1242,0.11,ci,ci39474416,2020-06-11T11:46:57.970Z,"18km SSW of Searles Valley, CA",earthquake,0.9,1.85,0.068,5,automatic,ci,ci
2020-06-11T11:43:02.780Z,33.504,-116.7701667,3.19,0.31,ml,13,112,0.02656,0.14,ci,ci39474408,2020-06-11T13:25:11.861Z,"11km WSW of Anza, CA",earthquake,0.37,0.94,0.126,7,reviewed,ci,ci
2020-06-11T11:31:04.210Z,38.1388,-118.0318,1.5,0.9,ml,13,123.09,0.016,0.21,nn,nn00747043,2020-06-11T11:41:09.365Z,"28 km SSE of Mina, Nevada",earthquake,,17.1,,,automatic,nn,nn
2020-06-11T11:30:00.030Z,38.1492,-118.027,4.9,1.1,ml,19,112.67,0.02,0.12,nn,nn00747041,2020-06-11T11:33:53.631Z,"27 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-06-11T11:25:42.939Z,36.30266667,-98.18733333,7.69,1.88,ml,69,43,0,0.16,ok,ok2020lkwd,2020-06-11T13:19:46.671Z,"6 km N of Ames, Oklahoma",earthquake,,0.3,0.22,26,reviewed,ok,ok
2020-06-11T11:25:23.330Z,38.157,-118.0362,0,1,ml,16,123.5,0.02,0.22,nn,nn00747037,2020-06-11T11:31:09.844Z,"26 km SSE of Mina, Nevada",earthquake,,7.3,,,automatic,nn,nn
2020-06-11T11:20:33.770Z,18.1531,-66.8528,21,2.75,md,14,74,0.1799,0.3,pr,pr2020163024,2020-06-11T11:49:36.931Z,"13 km N of Yauco, Puerto Rico",earthquake,0.61,1.72,0.11,3,reviewed,pr,pr
2020-06-11T11:17:08.060Z,38.1397,-117.9535,8,1,ml,12,105.04,0.007,0.04,nn,nn00747034,2020-06-11T11:23:49.698Z,"30 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-11T11:14:09.240Z,44.1372,-115.1587,10,2.6,ml,,61,0.787,0.98,us,us6000a9xf,2020-06-11T14:56:41.180Z,"19 km WSW of Stanley, Idaho",earthquake,4,2,0.055,44,reviewed,us,us
2020-06-11T11:11:35.010Z,19.2226658,-155.4185028,31.51,1.93,ml,38,135,0.02473,0.14,hv,hv71551592,2020-06-11T11:17:24.020Z,"6 km ENE of P?hala, Hawaii",earthquake,0.49,0.8,0.26,3,automatic,hv,hv
2020-06-11T11:06:34.850Z,17.8223,-66.8661,6,2.55,md,16,231,0.1534,0.33,pr,pr2020163023,2020-06-11T11:49:21.163Z,"17 km SSE of Guánica, Puerto Rico",earthquake,0.79,0.7,0.08,13,reviewed,pr,pr
2020-06-11T11:05:15.150Z,38.1477,-117.9512,13.6,1.2,ml,18,99.19,0.01,0.1,nn,nn00747030,2020-06-11T11:13:50.140Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-11T11:05:11.060Z,33.5163333,-116.4755,14.35,0.18,ml,15,122,0.09606,0.19,ci,ci39474392,2020-06-11T13:25:25.863Z,"19km ESE of Anza, CA",earthquake,0.54,0.91,0.131,5,reviewed,ci,ci
2020-06-11T11:01:44.230Z,38.841835,-122.8243332,1.97,1.16,md,23,70,0.009294,0.03,nc,nc73407021,2020-06-11T13:00:03.534Z,"9km WNW of Cobb, CA",earthquake,0.21,0.45,0.1,4,automatic,nc,nc
2020-06-11T10:59:55.970Z,34.0288333,-118.1933333,10.71,1.18,ml,15,93,0.0644,0.24,ci,ci39474384,2020-06-11T11:03:23.701Z,"2km W of East Los Angeles, CA",earthquake,0.69,1.09,0.317,25,automatic,ci,ci
2020-06-11T10:55:34.190Z,35.5941667,-117.3836667,9.48,0.9,ml,13,164,0.06446,0.17,ci,ci39474376,2020-06-11T10:59:19.297Z,"19km S of Trona, CA",earthquake,0.52,0.81,0.131,11,automatic,ci,ci
2020-06-11T10:54:38.340Z,17.9713,-66.8361,14,2.42,md,9,214,0.0433,0.23,pr,pr2020163022,2020-06-11T11:15:06.435Z,"3 km SW of Indios, Puerto Rico",earthquake,1.16,0.72,0.16,3,reviewed,pr,pr
2020-06-11T10:48:56.630Z,38.1587,-117.985,6.1,0.4,ml,11,99.74,0.028,0.04,nn,nn00747027,2020-06-11T10:56:48.821Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-06-11T10:48:34.988Z,10.2844,93.7934,10,4.6,mb,,106,1.708,0.62,us,us6000a9x1,2020-06-11T11:19:38.040Z,"190 km SE of Port Blair, India",earthquake,12.2,1.9,0.107,26,reviewed,us,us
2020-06-11T10:46:53.900Z,38.8048325,-122.7798309,2.36,1.47,md,27,66,0.008441,0.04,nc,nc73407016,2020-06-11T12:33:03.354Z,"4km NNW of The Geysers, CA",earthquake,0.25,0.44,0.12,7,automatic,nc,nc
2020-06-11T10:46:38.520Z,38.1132,-118.097,0.1,0.9,ml,9,192.53,0.064,0.13,nn,nn00747026,2020-06-11T10:50:27.631Z,"30 km S of Mina, Nevada",earthquake,,13.5,,,automatic,nn,nn
2020-06-11T10:40:37.890Z,38.1648,-117.8858,5.9,0.9,ml,13,112.66,0.018,0.08,nn,nn00747024,2020-06-11T10:48:49.700Z,"31 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-11T10:37:56.640Z,37.4203333,-118.6691667,6.58,1.4,md,18,278,0.2118,0.07,nc,nc73407011,2020-06-11T15:29:29.063Z,"6km W of Round Valley, CA",earthquake,0.58,2.65,0.218,15,reviewed,nc,nc
2020-06-11T10:37:20.090Z,38.1867,-117.8293,15.2,0.9,ml,13,100.15,0.028,0.17,nn,nn00747022,2020-06-11T10:41:29.067Z,"33 km SE of Mina, Nevada",earthquake,,9.8,,,automatic,nn,nn
2020-06-11T10:31:35.390Z,38.1493,-117.9512,13.5,2.6,ml,29,50.73,0.01,0.1,nn,nn00747016,2020-06-11T10:37:13.868Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-06-11T10:30:38.840Z,38.216,-117.7338,9.8,1.4,ml,14,123.65,0.123,0.04,nn,nn00747015,2020-06-11T10:33:49.467Z,"38 km ESE of Mina, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-06-11T10:28:15.490Z,38.1965,-117.6037,8.6,1,ml,10,244.41,0.048,0.01,nn,nn00747014,2020-06-11T10:32:08.035Z,"35 km WNW of Tonopah, Nevada",earthquake,,4.9,,,automatic,nn,nn
2020-06-11T10:26:41.670Z,33.1988333,-116.7413333,5.26,0.94,ml,39,41,0.03982,0.21,ci,ci39474360,2020-06-11T10:30:28.329Z,"5km SSE of Lake Henshaw, CA",earthquake,0.24,0.74,0.172,26,automatic,ci,ci
2020-06-11T10:25:36.770Z,38.1305,-118.0178,0.1,0.5,ml,11,144.16,0.034,0.21,nn,nn00747013,2020-06-11T10:30:28.637Z,"29 km SSE of Mina, Nevada",earthquake,,9.8,,,automatic,nn,nn
2020-06-11T10:24:21.130Z,35.8591667,-117.688,5.66,1,ml,14,78,0.08033,0.15,ci,ci39474352,2020-06-11T10:28:07.632Z,"22km ESE of Little Lake, CA",earthquake,0.31,1.03,0.16,12,automatic,ci,ci
2020-06-11T10:24:18.310Z,19.1573334,-155.4711609,35.92,2.05,md,33,124,0.00876,0.15,hv,hv71551557,2020-06-11T10:27:47.050Z,"5 km S of P?hala, Hawaii",earthquake,0.66,1.09,0.02,5,automatic,hv,hv
2020-06-11T10:14:59.370Z,33.032,-116.4125,8.01,0.43,ml,18,107,0.06008,0.25,ci,ci39474344,2020-06-11T10:18:48.698Z,"18km ESE of Julian, CA",earthquake,0.56,1.66,0.189,4,automatic,ci,ci
2020-06-11T10:14:43.120Z,35.5926667,-117.4455,10.75,0.67,ml,10,155,0.01494,0.25,ci,ci39474336,2020-06-11T10:18:29.255Z,"20km S of Searles Valley, CA",earthquake,1.28,0.92,0.192,7,automatic,ci,ci
2020-06-11T10:09:00.280Z,36.1501667,-117.9845,2.33,0.67,ml,10,189,0.1099,0.12,ci,ci39474328,2020-06-11T10:12:31.225Z,"12km NNW of Coso Junction, CA",earthquake,0.65,0.49,0.242,3,automatic,ci,ci
2020-06-11T10:06:47.410Z,38.1858,-117.8202,0,1.1,ml,15,115.37,0.033,0.19,nn,nn00747009,2020-06-11T10:20:29.641Z,"33 km SE of Mina, Nevada",earthquake,,7.4,,,automatic,nn,nn
2020-06-11T10:02:39.580Z,35.9091667,-117.7443333,8.3,0.72,ml,13,71,0.0718,0.11,ci,ci39474320,2020-06-11T13:27:41.875Z,"15km ESE of Little Lake, CA",earthquake,0.23,0.81,0.19,7,reviewed,ci,ci
2020-06-11T10:02:27.050Z,33.675,-116.759,14.17,0.85,ml,26,56,0.05195,0.14,ci,ci39474312,2020-06-11T13:27:42.876Z,"8km SSW of Idyllwild, CA",earthquake,0.26,0.43,0.179,23,reviewed,ci,ci
2020-06-11T10:00:26.900Z,38.1387,-118.0375,0,0.9,ml,10,109.43,0.053,0.15,nn,nn00747008,2020-06-11T10:08:08.965Z,"28 km SSE of Mina, Nevada",earthquake,,5.3,,,automatic,nn,nn
2020-06-11T09:56:18.030Z,17.925,-66.573,5,2.55,md,16,192,0.1224,0.28,pr,pr2020163021,2020-06-11T10:35:14.748Z,"10 km SSW of Capitanejo, Puerto Rico",earthquake,0.61,0.55,0.22,9,reviewed,pr,pr
2020-06-11T09:51:37.800Z,35.8368333,-117.6321667,14.85,0.65,ml,7,112,0.03516,0.15,ci,ci39474304,2020-06-11T09:55:20.706Z,"22km WNW of Searles Valley, CA",earthquake,0.86,1.05,0.262,7,automatic,ci,ci
2020-06-11T09:50:21.680Z,19.2331657,-155.4143372,31.71,2.22,md,43,133,0.01648,0.12,hv,hv71551522,2020-06-11T09:53:39.910Z,"7 km ENE of P?hala, Hawaii",earthquake,0.59,0.83,0.1,13,automatic,hv,hv
2020-06-11T09:45:46.680Z,38.1697,-117.9613,5.8,2.2,ml,27,80.83,0.025,0.1,nn,nn00747004,2020-06-11T10:01:53.489Z,"27 km SSE of Mina, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-06-11T09:43:12.196Z,66.3075,-157.4353,0.2,1.1,ml,,,,0.82,ak,ak0207hq7po3,2020-06-11T09:53:45.479Z,"66 km SSW of Shungnak, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-06-11T09:40:42.257Z,61.3971,-150.0852,33,1.5,ml,,,,0.5,ak,ak0207hq74ud,2020-06-11T09:47:52.742Z,"7 km NW of Point MacKenzie, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-06-11T09:39:42.525Z,10.827,-65.5658,10,4.4,mb,,46,4.048,0.79,us,us6000a9uk,2020-06-11T15:03:49.116Z,"113 km ENE of Guatire, Venezuela",earthquake,7.5,1.9,0.143,14,reviewed,us,us
2020-06-11T09:39:28.447Z,63.1033,-151.5169,0,1.8,ml,,,,1.08,ak,ak0207hq6w2s,2020-06-11T09:49:34.115Z,"49 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
